GoodsID,TransactionID
196,15344
196,15505
196,15889
196,15898
196,16123
196,16278
196,16463
196,16795
196,16810
196,16815
196,16919
196,17027
196,17063
196,17064
196,17082
196,17353
196,17430
196,17599
196,17795
196,17816
196,17860
196,18027
196,18217
196,18254
196,18571
196,18667
196,18818
196,18888
196,18962
196,19013
196,19077
196,19105
196,19140
196,19202
196,19357
196,19392
196,19456
196,19517
196,19548
196,19555
196,19906
196,19987
196,20438
196,20692
196,20842
196,20918
196,20924
196,20964
196,20991
196,21053
196,21248
196,21528
196,21573
196,21645
196,21780
196,22583
196,22698
196,22917
196,22978
196,23016
196,23079
196,23294
196,23390
196,23504
196,23767
196,23894
196,24158
196,24225
196,24278
196,24800
196,24812
196,24902
196,25182
196,25283
196,25311
196,25471
196,25476
196,25543
196,25552
196,25863
196,26005
196,26009
196,26167
196,26329
196,26348
196,26507
196,26606
196,26832
196,26913
196,27017
196,27219
196,27690
196,27763
196,27876
196,27915
196,28066
196,28240
196,28371
196,28398
196,28458
196,28518
196,28569
196,28643
196,28669
196,28698
196,28887
196,28910
196,29071
196,29253
196,29475
196,29557
196,29758
196,29773
196,29815
196,29853
197,9
197,12
197,114
197,387
197,421
197,432
197,443
197,552
197,565
197,625
197,1231
197,1296
197,1335
197,1429
197,1435
197,1695
197,1933
197,2130
197,2156
197,2204
197,2325
197,3104
197,3170
197,3471
197,4029
197,4197
197,4509
197,4572
197,4590
197,5083
197,5165
197,6118
197,6171
197,6212
197,6471
197,6498
197,6597
197,6676
197,6766
197,6884
197,6891
197,7000
197,7229
197,7234
197,7485
197,7733
197,7873
197,8327
197,8365
197,8407
197,8611
197,8649
197,9134
197,9173
197,9244
197,9281
197,9923
197,9944
197,10403
197,10408
197,10776
197,10870
197,11083
197,11160
197,11270
197,11363
197,11421
197,11529
197,11563
197,11603
197,12125
197,12126
197,12183
197,12204
197,12384
197,12453
197,12483
197,12507
197,12898
197,12914
197,12928
197,13533
197,13600
197,13687
197,13786
197,14411
197,14420
197,14429
197,14500
197,14769
197,14832
197,14916
197,14973
197,14979
197,15026
197,15127
197,15153
197,15221
197,15694
197,15776
197,15833
197,15953
197,16077
197,16201
197,16384
197,16475
197,16648
197,17050
197,17107
197,17223
197,17372
197,17490
197,17610
197,17775
197,17843
197,18060
197,18574
197,18637
197,18658
197,18846
197,18854
197,18986
197,19018
197,19231
197,19429
197,19529
197,19574
197,19704
197,19748
197,19836
197,20381
197,20401
197,20403
197,20567
197,20670
197,20765
197,20842
197,20866
197,20881
197,20910
197,21093
197,21306
197,21451
197,21577
197,21786
197,21819
197,22639
197,22663
197,22695
197,22732
197,22812
197,22830
197,22977
197,23030
197,23045
197,23140
197,23153
197,23165
197,23303
197,23315
197,23604
197,23661
197,23682
197,23693
197,23860
197,24129
197,24163
197,24182
197,24356
197,24466
197,24636
197,24790
197,25106
197,25125
197,25145
197,25172
197,25267
197,25282
197,25406
197,25441
197,25453
197,25502
197,25546
197,25569
197,25575
197,25666
197,25667
197,25888
197,25919
197,26005
197,26048
197,26121
197,26717
197,26834
197,26851
197,26957
197,26975
197,27038
197,27109
197,27134
197,27156
197,27367
197,27377
197,27558
197,27575
197,27619
197,27656
197,27664
197,27771
197,27772
197,27786
197,27945
197,27955
197,28131
197,28163
197,28203
197,28240
197,28319
197,28526
197,29071
197,29081
197,29222
197,29390
197,29407
197,29443
197,29448
197,29572
197,29583
197,29608
197,29644
197,29728
197,29936
198,33
198,294
198,352
198,1048
198,1282
198,1300
198,1575
198,1673
198,2189
198,2229
198,2522
198,2664
198,2676
198,2988
198,3113
198,3165
198,3304
198,3346
198,3347
198,3431
198,3633
198,3923
198,4041
198,4119
198,4150
198,4186
198,4437
198,4535
198,5162
198,5299
198,6105
198,6371
198,6383
198,6533
198,6589
198,6608
198,6617
198,6736
198,6791
198,7024
198,7333
198,7428
198,7667
198,7780
198,7921
198,8002
198,8056
198,8228
198,8244
198,8429
198,8481
198,8553
198,8946
198,9086
198,9211
198,9347
198,9354
198,9458
198,9474
198,9937
198,9956
198,10100
198,10252
198,10324
198,10503
198,10576
198,10581
198,10824
198,10914
198,10932
198,10988
198,11060
198,11108
198,11136
198,11411
198,11658
198,11686
198,11693
198,11988
198,11998
198,12039
198,12208
198,12244
198,12745
198,12764
198,12902
198,13007
198,13193
198,13249
198,13604
198,13612
198,13628
198,13833
198,14016
198,14018
198,14270
198,14553
198,14828
198,14931
198,14982
198,15229
198,15330
198,15376
198,15560
198,15567
198,15771
198,15775
198,15808
198,15844
198,15931
198,16071
198,16167
198,16234
198,16279
198,17079
198,17103
198,17121
198,17152
198,17500
198,17560
198,17718
198,18065
198,18359
198,18460
198,18519
198,18685
198,18753
198,18852
198,18900
198,18986
198,19015
198,19240
198,19334
198,19571
198,19589
198,19684
198,19808
198,19858
198,20081
198,20239
198,20240
198,20346
198,20385
198,20389
198,20943
198,21050
198,21091
198,21184
198,21261
198,21295
198,21452
198,21654
198,21719
198,21998
198,22119
198,22180
198,22282
198,22756
198,22835
198,22982
198,23021
198,23041
198,23364
198,23486
198,23559
198,23669
198,23721
198,23861
198,23987
198,24059
198,24103
198,24293
198,24412
198,24447
198,24577
198,24617
198,24655
198,25015
198,25025
198,25686
198,25850
198,26059
198,26083
198,26167
198,26228
198,26498
198,26830
198,27051
198,27101
198,27224
198,27751
198,27975
198,28149
198,28388
198,28443
198,28556
198,28564
198,28610
198,28799
198,29009
198,29105
198,29532
198,29777
198,29794
198,29876
198,29890
198,29961
199,201
199,425
199,513
199,942
199,971
199,1342
199,1909
199,2178
199,2373
199,2557
199,2582
199,2903
199,2955
199,2989
199,3025
199,3908
199,4109
199,4125
199,4314
199,4469
199,4533
199,5126
199,5184
199,5248
199,5316
199,5323
199,5465
199,5567
199,6063
199,6231
199,6256
199,6413
199,6502
199,6564
199,6570
199,6657
199,7008
199,7031
199,7132
199,7615
199,7842
199,8186
199,8241
199,8324
199,8340
199,8544
199,9048
199,9065
199,9136
199,9145
199,9230
199,9305
199,9409
199,9439
199,10078
199,10258
199,10279
199,10388
199,10431
199,10445
199,10463
199,10783
199,10908
199,11030
199,11069
199,11348
199,11476
199,11942
199,12003
199,12193
199,12199
199,12467
199,12619
199,12650
199,13005
199,13119
199,13138
199,13253
199,13315
199,13377
199,13450
199,13519
199,13634
199,13753
199,13784
199,13994
199,14237
199,14468
199,14667
199,14774
199,14857
199,14881
199,14882
199,14922
199,15012
199,15530
199,15596
199,16002
199,16008
199,16151
199,16225
199,16229
199,16233
199,16302
199,16518
199,16716
199,16730
199,16868
199,16990
199,17124
199,17471
199,17589
199,17947
199,17995
199,18421
199,19118
199,19163
199,19286
199,19379
199,19400
199,19435
199,19511
199,19568
199,19736
199,19959
199,20233
199,20328
199,20445
199,20643
199,20921
199,20991
199,21064
199,21077
199,21147
199,21152
199,21303
199,21550
199,21658
199,21894
199,21914
199,21928
199,22010
199,22151
199,22171
199,22318
199,22337
199,22499
199,22582
199,22586
199,22773
199,22795
199,22801
199,23256
199,23394
199,23564
199,23654
199,23735
199,23768
199,24125
199,24381
199,24572
199,24582
199,24873
199,24958
199,25156
199,25293
199,25468
199,25482
199,25564
199,26254
199,26269
199,26628
199,26719
199,26953
199,26961
199,26986
199,27059
199,27292
199,27351
199,27385
199,28300
199,28428
199,28460
199,28671
199,28737
199,28744
199,28789
199,28802
199,28905
199,29137
199,29193
199,29494
199,29894
199,29913
200,25
200,100
200,134
200,286
200,328
200,482
200,1107
200,1581
200,1939
200,2071
200,2411
200,2451
200,2508
200,3005
200,3072
200,3116
200,3901
200,4183
200,4310
200,4456
200,4575
200,4922
200,5416
200,5430
200,5472
200,5922
200,5975
200,6249
200,6460
200,6733
200,6830
200,6871
200,6928
200,6936
200,6975
200,7003
200,7161
200,7558
200,7922
200,7951
200,7979
200,8029
200,8167
200,8431
200,8518
200,8660
200,8907
200,8931
200,9016
200,9024
200,9025
200,9137
200,9180
200,9204
200,9323
200,9413
200,9433
200,9526
200,10476
200,10560
200,10581
200,10603
200,10645
200,10898
200,11229
200,11258
200,11482
200,11615
200,11760
200,11903
200,11990
200,12127
200,12231
200,12562
200,12778
200,13077
200,13078
200,13227
200,13288
200,13304
200,13389
200,13401
200,13405
200,13453
200,13680
200,13891
200,13945
200,13962
200,14123
200,14151
200,14582
200,14773
200,15107
200,15269
200,15288
200,15371
200,16328
200,16717
200,16767
200,16883
200,16906
200,16917
200,17029
200,17152
200,17317
200,17581
200,17632
200,17713
200,17815
200,18171
200,18218
200,18258
200,18477
200,18560
200,18667
200,18700
200,18706
200,18788
200,18802
200,18836
200,18853
200,19039
200,19114
200,19156
200,19237
200,19500
200,19507
200,19604
200,19668
200,19684
200,19757
200,19958
200,19959
200,20222
200,20271
200,20669
200,20943
200,20945
200,20987
200,21012
200,21131
200,21178
200,21320
200,21571
200,21575
200,21704
200,21833
200,21851
200,21901
200,22628
200,22658
200,22759
200,22799
200,22837
200,22876
200,23321
200,23467
200,23756
200,25033
200,25068
200,25152
200,25458
200,25769
200,26034
200,26129
200,26352
200,26360
200,26546
200,26695
200,26913
200,26945
200,27121
200,27394
200,27645
200,27678
200,27873
200,27921
200,28136
200,28547
200,28881
200,28902
200,29003
200,29551
200,29590
200,29633
201,127
201,313
201,536
201,584
201,673
201,1283
201,1467
201,1504
201,1525
201,1541
201,1616
201,1955
201,2064
201,2099
201,2118
201,2348
201,2400
201,2533
201,2635
201,2992
201,3584
201,4165
201,4183
201,4318
201,4329
201,4486
201,5011
201,5123
201,5125
201,5178
201,5244
201,5399
201,5435
201,5533
201,5667
201,5693
201,5984
201,6151
201,6729
201,6906
201,6909
201,6930
201,7169
201,7182
201,7248
201,7294
201,7309
201,7391
201,7414
201,7483
201,7684
201,7713
201,7967
201,8214
201,8240
201,8324
201,8440
201,8538
201,8582
201,9209
201,9394
201,9499
201,9540
201,9975
201,10045
201,10102
201,10402
201,10728
201,10763
201,10864
201,10917
201,10931
201,11140
201,11855
201,11860
201,12280
201,12283
201,12311
201,12352
201,12576
201,12628
201,12646
201,12783
201,12873
201,12981
201,13019
201,13079
201,13413
201,13460
201,13703
201,13744
201,13845
201,13934
201,14041
201,14163
201,14292
201,14428
201,14729
201,14806
201,14813
201,14894
201,14908
201,14970
201,14975
201,15149
201,15304
201,15590
201,16126
201,16162
201,16208
201,16430
201,16513
201,16682
201,16815
201,16952
201,17205
201,17305
201,17436
201,17552
201,17609
201,17869
201,17911
201,18139
201,18428
201,18431
201,19007
201,19052
201,19319
201,19442
201,19469
201,19553
201,19783
201,19834
201,19908
201,19973
201,20061
201,20171
201,20279
201,20411
201,20534
201,20588
201,20682
201,20691
201,20708
201,20874
201,20975
201,21058
201,21177
201,21229
201,21309
201,21320
201,21333
201,21587
201,21913
201,22089
201,22141
201,22414
201,22770
201,22809
201,22921
201,23569
201,23963
201,24058
201,24116
201,24528
201,24602
201,24667
201,24784
201,24868
201,24943
201,24956
201,24968
201,25048
201,25163
201,25532
201,25553
201,25794
201,25811
201,25855
201,26007
201,26077
201,26268
201,26269
201,26318
201,26974
201,27308
201,27421
201,27529
201,27695
201,28013
201,28105
201,28136
201,28244
201,28359
201,28484
201,28710
201,28767
201,28858
201,28900
201,28942
201,29008
201,29129
201,29303
201,29598
201,29658
212,15
212,35
212,107
212,112
212,242
212,397
212,1057
212,1190
212,1919
212,2144
212,2354
212,2484
212,2511
212,2599
212,2640
212,2682
212,2944
212,2952
212,3007
212,3044
212,3063
212,3112
212,3120
212,3365
212,3565
212,4061
212,4071
212,4423
212,4512
212,4597
212,4613
212,4918
212,4952
212,5003
212,5045
212,5245
212,5268
212,5322
212,5427
212,5440
212,5520
212,5559
212,5686
212,5952
212,6222
212,6366
212,6377
212,6391
212,6581
212,6714
212,6778
212,6784
212,6804
212,6827
212,6983
212,7413
212,7569
212,7668
212,7822
212,8041
212,8048
212,8068
212,8321
212,8535
212,8679
212,9024
212,9333
212,9606
212,10078
212,10251
212,10263
212,10284
212,10310
212,10400
212,10562
212,10682
212,10891
212,11102
212,11233
212,11256
212,11283
212,11371
212,11384
212,11459
212,11586
212,11702
212,11730
212,11828
212,11945
212,12061
212,12480
212,12568
212,12715
212,13328
212,13391
212,13406
212,13481
212,13572
212,13829
212,13921
212,14007
212,14064
212,14165
212,14452
212,14481
212,14573
212,14586
212,14702
212,14732
212,14808
212,14956
212,14975
212,15185
212,15202
212,15230
212,15571
212,15606
212,15609
212,15755
212,15881
212,15936
212,15942
212,16034
212,16040
212,16256
212,16313
212,16375
212,16575
212,16998
212,17268
212,17308
212,17784
212,17968
212,17973
212,18087
212,18141
212,18189
212,18353
212,18357
212,18414
212,18771
212,18773
212,18979
212,19097
212,19399
212,19476
212,19674
212,19851
212,19852
212,19926
212,20013
212,20043
212,20053
212,20078
212,20228
212,20326
212,20445
212,20606
212,20658
212,21112
212,21214
212,21233
212,21339
212,21496
212,21528
212,21532
212,21784
212,21786
212,21791
212,21858
212,21882
212,22330
212,22434
212,22914
212,23067
212,23078
212,23094
212,23105
212,23303
212,23518
212,23562
212,23677
212,23886
212,24054
212,24065
212,24234
212,24306
212,24328
212,24348
212,24460
212,24506
212,24579
212,24683
212,24701
212,24809
212,24910
212,25023
212,25029
212,25159
212,25332
212,25428
212,25478
212,25663
212,25679
212,25786
212,25788
212,25913
212,25969
212,26084
212,26141
212,26186
212,26240
212,26247
212,26265
212,26680
212,26714
212,26952
212,27010
212,27121
212,27528
212,27642
212,27755
212,27879
212,28290
212,28390
212,28581
212,28746
212,28973
212,29020
212,29267
212,29417
212,29497
212,29787
212,29998
215,67
215,571
215,609
215,1305
215,1367
215,1505
215,1523
215,1644
215,1925
215,2197
215,2348
215,2498
215,2523
215,3082
215,3144
215,3320
215,3353
215,3371
215,3562
215,3590
215,3617
215,4199
215,4227
215,4238
215,4264
215,4283
215,4286
215,4363
215,4913
215,4960
215,5062
215,5184
215,5401
215,5543
215,6041
215,6044
215,6138
215,6251
215,6314
215,6790
215,6833
215,6842
215,7078
215,7082
215,7148
215,7206
215,7458
215,7498
215,7711
215,7821
215,7882
215,7918
215,8121
215,8244
215,8252
215,8543
215,8630
215,8687
215,9033
215,9068
215,9241
215,9406
215,9409
215,9452
215,9660
215,9906
215,10014
215,10267
215,10298
215,10384
215,10558
215,11052
215,11258
215,11284
215,11342
215,11429
215,11442
215,11612
215,11645
215,11689
215,11972
215,12203
215,12214
215,12392
215,12446
215,12607
215,12628
215,12733
215,12758
215,13012
215,13051
215,13167
215,13234
215,13269
215,13561
215,13598
215,13694
215,13710
215,13755
215,13824
215,13958
215,14133
215,14146
215,14161
215,14278
215,14311
215,14332
215,14381
215,14386
215,14519
215,14530
215,14555
215,14559
215,14560
215,15354
215,15366
215,15414
215,15476
215,15617
215,15906
215,16140
215,16203
215,16245
215,16256
215,16267
215,16336
215,16365
215,16387
215,16471
215,16532
215,16890
215,16954
215,17005
215,17169
215,17345
215,17363
215,17977
215,18016
215,18080
215,18502
215,18563
215,18569
215,18682
215,19022
215,19092
215,19127
215,19167
215,19240
215,19261
215,19345
215,19534
215,19753
215,20382
215,20479
215,20532
215,20632
215,20713
215,20968
215,21265
215,21334
215,21762
215,22019
215,22481
215,22736
215,23408
215,23928
215,24129
215,24165
215,24248
215,24468
215,24556
215,24563
215,24603
215,24802
215,24856
215,24860
215,24934
215,24965
215,25069
215,25196
215,25280
215,25390
215,25510
215,25571
215,25863
215,26049
215,26064
215,26078
215,26330
215,26506
215,26596
215,26650
215,26680
215,26864
215,26875
215,26933
215,27111
215,27114
215,27219
215,27224
215,27494
215,27588
215,27617
215,28571
215,28617
215,28669
215,28783
215,28880
215,28884
215,29058
215,29306
215,29360
215,29391
215,29405
215,29419
215,29436
215,29902
217,29
217,41
217,52
217,70
217,171
217,450
217,469
217,1043
217,1182
217,1226
217,1286
217,1376
217,1400
217,1540
217,1575
217,1586
217,1642
217,2038
217,2157
217,2212
217,2263
217,2272
217,2408
217,2460
217,3162
217,3570
217,3575
217,3583
217,3997
217,4220
217,4572
217,5221
217,5444
217,5640
217,5968
217,5974
217,6014
217,6021
217,6095
217,6117
217,6533
217,7112
217,7112
217,7130
217,7271
217,7476
217,7532
217,7587
217,7625
217,7713
217,7881
217,7894
217,7999
217,8112
217,8327
217,8453
217,8544
217,8582
217,8937
217,8961
217,9351
217,9439
217,9456
217,9541
217,10001
217,10042
217,10225
217,10245
217,10272
217,10274
217,10300
217,10398
217,10706
217,10755
217,10860
217,10915
217,10928
217,11202
217,11318
217,11550
217,11650
217,12171
217,12254
217,12331
217,12378
217,12409
217,12553
217,12555
217,12602
217,12609
217,12786
217,13000
217,13156
217,13325
217,13374
217,13427
217,13475
217,13483
217,13561
217,13566
217,13751
217,13867
217,13995
217,14335
217,14540
217,14563
217,14577
217,14700
217,14733
217,14811
217,15061
217,15102
217,15222
217,15356
217,15414
217,15536
217,15917
217,16042
217,16078
217,16085
217,16186
217,16271
217,16368
217,16728
217,16785
217,16812
217,16843
217,16934
217,17039
217,17049
217,17310
217,17345
217,17388
217,17452
217,17566
217,17781
217,17827
217,18008
217,18106
217,18309
217,18715
217,18813
217,19016
217,19067
217,19739
217,19869
217,19968
217,20084
217,20236
217,20241
217,20428
217,20471
217,20579
217,20652
217,20709
217,20718
217,20766
217,20806
217,20972
217,21178
217,21365
217,21704
217,21857
217,22000
217,22065
217,22106
217,22219
217,22544
217,22779
217,22960
217,23180
217,23615
217,23619
217,23663
217,23804
217,23920
217,23945
217,24049
217,24089
217,24105
217,24173
217,24313
217,24353
217,24366
217,24713
217,24728
217,24879
217,25016
217,25092
217,25225
217,25252
217,25263
217,25282
217,25318
217,25408
217,25413
217,26012
217,26169
217,26362
217,26389
217,26607
217,26692
217,26747
217,26858
217,26869
217,26873
217,26889
217,27248
217,27257
217,27359
217,27509
217,27586
217,27632
217,27667
217,27668
217,27983
217,28101
217,28103
217,28158
217,28161
217,28189
217,28208
217,28394
217,28591
217,28613
217,28645
217,28677
217,28753
217,28871
217,29014
217,29232
217,29653
217,29803
217,29859
217,29962
218,197
218,225
218,258
218,454
218,1067
218,1329
218,1382
218,1944
218,2283
218,2631
218,2916
218,3086
218,3155
218,3223
218,3318
218,3382
218,3936
218,4278
218,4452
218,4590
218,4655
218,5430
218,5540
218,5553
218,5562
218,5568
218,5943
218,6179
218,6427
218,6583
218,6654
218,7001
218,7019
218,7105
218,7210
218,7479
218,7636
218,7728
218,7950
218,8270
218,8299
218,8343
218,8462
218,8517
218,8527
218,8548
218,8569
218,9514
218,9548
218,10067
218,10120
218,10161
218,10210
218,10270
218,10358
218,10509
218,10702
218,10919
218,11205
218,11300
218,11311
218,11598
218,11702
218,12232
218,12254
218,12588
218,12595
218,12759
218,12813
218,12851
218,12861
218,12908
218,13014
218,13127
218,13194
218,13265
218,13282
218,13388
218,13406
218,13416
218,13506
218,13590
218,13717
218,13736
218,13860
218,14118
218,14137
218,14371
218,14422
218,14452
218,14483
218,14576
218,14662
218,14971
218,14990
218,15182
218,15212
218,15473
218,15534
218,15773
218,15821
218,15861
218,15933
218,16037
218,16562
218,16565
218,16581
218,16693
218,16731
218,16742
218,16805
218,16891
218,17294
218,17453
218,17464
218,17513
218,17607
218,17802
218,17853
218,17921
218,18031
218,18163
218,18203
218,18210
218,18326
218,18334
218,18352
218,18533
218,18654
218,18776
218,18833
218,18901
218,19204
218,19225
218,19779
218,20052
218,20258
218,20269
218,20472
218,20719
218,20906
218,20936
218,20955
218,21280
218,21282
218,21332
218,21928
218,22001
218,22004
218,22083
218,22125
218,22584
218,22971
218,23248
218,23308
218,23378
218,23567
218,23591
218,23618
218,23678
218,23802
218,23954
218,24050
218,24161
218,24213
218,24594
218,24661
218,24695
218,24762
218,24857
218,24858
218,25104
218,25119
218,25141
218,25193
218,25218
218,25422
218,25766
218,25776
218,25800
218,25984
218,25997
218,26336
218,26356
218,26472
218,26562
218,26630
218,26830
218,26871
218,27014
218,27320
218,27345
218,27652
218,27678
218,27735
218,27769
218,28152
218,28205
218,28222
218,28378
218,28398
218,28660
218,28661
218,28756
218,29007
218,29031
218,29158
218,29457
218,29498
218,29671
218,29863
218,29886
219,1
219,14
219,38
219,75
219,129
219,307
219,473
219,632
219,1003
219,1015
219,1089
219,1202
219,1227
219,1286
219,1498
219,1535
219,1902
219,1944
219,2336
219,2526
219,2558
219,2920
219,3213
219,3386
219,3445
219,3537
219,3943
219,4016
219,4031
219,4257
219,4344
219,4620
219,4945
219,4997
219,5030
219,5212
219,5390
219,5607
219,6048
219,6065
219,6079
219,6108
219,6302
219,6514
219,6797
219,6806
219,7123
219,7262
219,7753
219,7769
219,8098
219,8113
219,8256
219,8299
219,8345
219,8507
219,8514
219,8919
219,8935
219,8959
219,9036
219,9169
219,9197
219,9361
219,9363
219,9504
219,9520
219,9530
219,9697
219,9916
219,9999
219,10021
219,10092
219,10236
219,10678
219,10986
219,11036
219,11192
219,11229
219,11406
219,11836
219,12101
219,12189
219,12276
219,12292
219,12506
219,12715
219,12767
219,13031
219,13211
219,13319
219,13442
219,13509
219,13698
219,13903
219,13905
219,14001
219,14127
219,14164
219,14186
219,14271
219,14442
219,14539
219,14602
219,14619
219,14769
219,14811
219,15005
219,15006
219,15103
219,15118
219,15149
219,15302
219,15599
219,15757
219,15959
219,16252
219,16399
219,16442
219,16551
219,16936
219,17216
219,17871
219,17931
219,18200
219,18352
219,18511
219,18754
219,18833
219,19392
219,19560
219,19602
219,19702
219,19787
219,20026
219,20177
219,20510
219,20829
219,20934
219,20950
219,21084
219,21182
219,21186
219,21375
219,21563
219,21642
219,21815
219,21842
219,21857
219,21898
219,21904
219,21928
219,22033
219,22393
219,22448
219,22810
219,22919
219,22956
219,23000
219,23059
219,23231
219,23532
219,23577
219,23609
219,23621
219,23764
219,23827
219,23964
219,24175
219,24233
219,24614
219,24645
219,24658
219,24692
219,24766
219,24774
219,24979
219,25006
219,25025
219,25328
219,25363
219,25382
219,25760
219,25921
219,26042
219,26110
219,26112
219,26203
219,26317
219,26517
219,26543
219,26650
219,26655
219,26775
219,26885
219,26915
219,27101
219,27140
219,27214
219,27683
219,27784
219,27806
219,27823
219,28249
219,28560
219,28590
219,28633
219,28665
219,28729
219,28765
219,28877
219,28911
219,28990
219,29100
219,29125
219,29145
219,29212
219,29266
219,29441
219,29636
219,29701
219,29913
220,329
220,597
220,923
220,1030
220,1123
220,1302
220,1458
220,1481
220,1489
220,1638
220,1988
220,2020
220,2022
220,2121
